,true_category,predicted_categorys
5154,9,9
16042,4,15
70894,21,30
31504,4,4
80601,4,4
70365,4,4
90233,28,3
36729,7,12
76673,4,4
23090,22,1
34391,4,4
75944,10,10
109006,10,27
91695,15,15
101627,11,4
9980,2,28
73988,4,4
76734,19,3
59788,11,4
65418,9,9
101970,25,25
39604,20,25
25265,4,4
123508,22,1
74776,4,4
43886,26,26
37634,4,4
59060,4,1
98786,28,4
39254,25,8
53683,5,1
85041,23,23
73176,24,24
51834,4,4
4911,4,4
56736,19,10
6872,4,4
121545,25,9
118944,23,11
36750,15,15
49466,20,1
68035,1,1
76487,7,4
54392,0,0
34628,24,24
28278,4,4
67331,1,22
33364,1,6
25690,4,4
53385,3,0
72947,1,1
42210,1,1
71669,4,4
95203,5,7
57680,26,2
107162,30,7
31641,1,1
5779,1,10
7225,7,1
75990,26,26
20475,4,4
100663,25,1
102417,28,4
102335,8,5
15530,0,0
80651,4,9
13732,19,4
50879,4,4
64750,10,1
64319,25,25
105202,28,4
66717,26,3
45410,1,1
61933,11,11
10501,13,4
97056,29,25
34827,17,27
89277,11,11
116028,27,0
71275,7,4
31235,4,4
88841,1,6
39929,1,1
19934,6,6
30464,26,4
114875,18,7
32549,9,1
32435,6,15
75473,23,20
112349,25,25
23445,4,4
79546,5,0
80511,1,9
33219,13,4
116697,4,4
18621,13,4
60386,1,1
9158,20,10
95382,3,4
122823,6,7
54067,10,0
80568,4,4
92017,1,1
61989,25,25
122740,1,1
27853,4,4
90285,4,4
32760,8,1
100577,4,4
119849,28,4
62016,14,1
94407,5,0
28101,4,4
24683,4,4
110430,27,5
24393,4,4
108523,28,26
1815,1,1
101205,20,20
15370,24,24
107213,19,20
10776,1,1
34752,1,4
79815,11,25
70566,16,4
67491,6,6
122877,9,9
26922,13,4
119026,1,1
53837,4,4
18742,4,4
8745,1,22
51491,4,10
98915,8,1
62079,27,20
76801,5,5
32590,23,4
90890,4,13
14792,24,24
111978,15,3
4218,4,4
39317,7,4
80251,16,4
28362,4,8
104363,1,1
50662,10,10
48662,4,4
9804,4,4
117703,30,7
94529,1,1
20399,4,4
97706,13,13
39845,1,1
94037,1,1
38061,4,4
20870,9,7
50925,1,10
101997,25,3
92016,29,7
50273,10,1
66705,23,23
59594,4,4
84848,0,0
23444,2,4
64534,16,16
68279,25,25
16249,8,1
25066,4,4
41652,12,12
4253,12,4
104649,4,4
56817,25,10
23604,13,13
124617,4,15
25818,11,11
78594,4,4
31974,20,20
39473,21,8
19461,9,15
47579,6,4
81246,25,25
31570,4,4
1349,1,1
87120,9,9
22711,2,4
18924,3,4
8535,1,1
22237,2,4
72639,13,5
86384,25,3
61164,12,7
63422,10,10
33116,23,4
67846,24,24
38183,7,4
87641,15,15
38592,25,25
26135,9,9
86802,30,1
1332,1,1
80057,14,16
118507,7,7
83587,27,11
23389,20,20
2854,10,10
90229,16,24
97744,25,25
84069,25,25
14377,23,3
27726,25,25
22691,3,28
18198,2,2
29161,4,4
54981,26,4
24777,9,9
94300,1,7
108346,15,3
104506,11,11
85611,7,7
75272,26,2
50839,21,0
24342,5,4
66792,10,5
9810,2,28
24655,4,25
53152,9,9
115714,4,4
3118,4,4
81834,21,4
84447,25,25
14203,20,1
44323,4,4
104160,24,24
105140,28,7
52211,3,3
45119,4,4
119200,0,5
57721,4,4
34410,7,7
29642,8,8
25844,26,6
68317,4,4
10154,22,22
61534,4,11
46780,16,8
65967,22,10
15177,2,26
8277,1,1
99091,10,10
99482,7,8
93364,30,0
75942,5,5
113699,4,4
50170,16,11
105394,19,25
69623,0,0
31271,4,4
81275,1,1
63354,4,4
51371,1,1
103956,20,7
102538,1,1
58291,1,1
42363,1,1
10056,10,10
43501,4,4
117659,1,1
98769,19,7
93434,12,4
65174,19,7
58814,1,1
10330,4,4
5381,1,1
100344,4,3
37278,4,4
77031,14,25
89538,4,4
83377,10,10
95587,9,9
25802,4,4
85446,1,27
112751,28,26
73966,10,10
65831,4,4
124218,11,11
14238,8,5
65194,14,4
66507,4,4
32528,1,1
83681,1,1
24840,9,9
116876,11,11
107046,25,25
47336,1,1
71937,13,4
10118,4,4
20014,4,4
28655,4,4
93082,18,15
102045,4,4
111643,25,4
33903,18,23
78530,5,0
81680,5,5
60932,1,1
27825,8,4
40233,17,3
79150,10,10
25686,20,24
40221,8,8
38246,1,1
53127,1,1
32082,15,4
37464,24,24
101573,1,1
60867,4,25
53710,6,6
123927,7,7
36768,1,4
46591,21,15
82272,13,1
77581,1,1
102695,11,28
102532,25,25
36883,4,4
41960,4,4
74412,9,4
95518,20,25
100193,4,4
18275,18,1
103279,1,1
53777,4,6
89549,4,4
109943,15,15
93403,20,20
99115,25,7
549,8,8
108718,10,7
32204,7,4
10425,1,1
75349,26,26
70625,23,4
28121,9,15
59983,3,3
44670,4,20
572,4,4
97940,19,6
33765,4,4
48546,4,4
89436,15,26
106012,6,13
120194,10,10
88038,25,25
61979,17,1
4896,4,4
81309,1,20
120298,7,4
47209,4,4
108236,25,25
8158,1,1
34498,23,4
102297,29,7
12116,8,8
85700,14,11
47615,20,8
34382,1,1
70058,1,1
45637,8,1
27418,4,4
2660,2,7
77488,1,10
12951,4,4
13479,22,22
20258,4,4
60421,22,22
73024,4,4
44848,20,20
47069,12,11
87045,4,4
56610,4,4
64395,10,10
26259,4,4
37680,8,8
100852,4,4
72579,4,6
67378,28,15
69244,6,6
46742,4,4
83515,1,1
5098,4,4
76654,1,1
102764,20,7
15911,17,20
98543,11,11
73341,14,20
85390,0,0
122715,3,4
90820,13,3
50146,25,29
68023,4,3
83631,6,1
91486,11,11
78415,4,4
98407,6,15
109270,1,8
123010,6,7
24038,2,28
115802,1,1
78184,11,11
116406,25,25
45956,4,4
96467,7,7
117601,23,5
73213,4,1
15031,2,4
68387,20,25
87639,24,24
28066,4,4
77791,1,1
114465,4,6
19686,0,26
30918,24,13
80708,8,20
35058,22,7
94744,0,4
31956,1,1
75612,10,10
6561,10,10
21664,25,0
43490,17,4
65758,27,20
65889,11,20
77553,1,1
65986,21,6
74125,22,22
100330,29,25
120003,12,4
68188,8,4
6650,4,4
98135,4,4
41863,4,4
69147,4,4
111295,11,11
122678,24,24
46254,23,16
81091,9,9
23739,1,6
73482,26,26
106275,25,25
8838,23,16
62252,27,25
41711,4,4
68386,4,4
109479,10,10
64001,4,4
79988,24,24
90828,29,11
77923,8,4
27880,26,2
15044,4,4
14169,4,4
26237,0,6
102013,15,3
77896,1,1
108683,28,4
113380,28,4
93570,7,7
51212,4,10
14009,22,22
100469,4,4
21842,13,13
83359,4,4
84965,1,1
1704,1,1
77187,26,26
24912,15,26
102196,25,25
108537,7,24
105870,1,1
20340,4,4
32447,4,4
114945,23,3
33626,4,4
5836,4,4
27733,13,13
21337,9,9
12345,4,4
48779,20,20
47891,4,1
23295,6,5
86932,6,1
88651,20,25
119303,15,26
34776,4,4
36103,4,4
9889,4,4
79124,15,15
29188,5,11
76538,10,10
49254,4,4
106380,20,20
114794,1,3
28264,1,1
71058,24,24
17037,4,11
62065,3,11
94149,13,1
79231,22,7
27589,4,4
101052,11,7
93267,1,1
32855,13,13
80611,25,25
69658,9,9
95776,1,1
118650,15,7
111364,10,10
79331,5,24
92806,11,25
74288,1,1
11922,7,4
119234,15,15
117994,4,4
21592,1,7
64722,22,22
61959,7,4
74970,4,4
7321,15,15
30914,9,9
112275,9,9
53824,26,4
25891,21,7
106030,20,7
63680,24,24
4961,4,3
25871,1,24
32661,20,20
54201,26,0
46816,4,4
52124,15,15
56285,4,4
79743,4,4
34095,1,4
5879,1,1
87887,3,15
85773,27,5
65732,4,4
78141,19,4
8893,7,1
113951,10,4
45368,27,25
97032,7,20
109088,1,5
6517,1,1
23169,4,13
2113,1,8
52676,6,4
61013,4,4
95068,16,0
18661,9,1
58604,4,4
51051,17,10
114870,29,11
75410,4,11
48150,22,1
39514,26,0
48358,4,11
82670,4,4
93062,18,4
71219,15,15
50616,4,4
99344,0,5
15766,10,4
11466,1,1
11567,9,30
98742,8,25
75468,4,4
120691,13,4
70616,10,0
110793,1,1
115489,4,4
43595,27,7
108972,9,9
1684,1,4
75879,4,4
117630,25,25
6657,1,1
21194,25,1
7431,4,2
24784,6,4
22808,26,4
44832,11,11
26514,26,3
107801,15,15
4081,1,1
62084,9,9
256,4,4
36121,25,4
111384,23,4
109843,3,3
84468,0,0
89164,22,22
50954,4,4
14535,4,4
119638,29,10
51422,7,4
53066,6,4
68521,26,4
119531,29,25
62721,4,8
66370,4,4
62494,4,4
20844,8,1
118180,30,1
19543,7,24
30952,26,26
6370,1,1
80959,25,4
79520,4,4
19242,2,4
95401,6,4
67527,1,1
49193,4,4
51683,9,5
48612,0,6
97874,4,1
98595,18,20
17865,10,4
57637,1,1
75316,4,4
92363,30,5
65895,21,30
96482,3,3
30329,4,25
81291,4,23
29571,24,24
12255,2,7
101803,3,25
3935,2,26
83966,22,7
85926,15,15
32073,1,4
31906,13,4
1501,5,5
95822,30,7
2787,2,23
85157,10,5
108740,10,4
20507,9,25
88183,9,9
10365,2,4
106487,23,4
60997,4,4
5809,1,1
42833,9,9
26330,9,4
82729,19,7
41494,4,4
97900,9,9
17342,2,2
103374,4,4
93824,1,1
76032,4,4
29216,24,24
123121,17,20
101542,23,4
3818,4,4
39858,1,1
33605,4,4
65489,26,28
56135,4,4
119785,23,7
96074,6,6
54778,4,4
4009,4,4
28966,4,4
64920,5,8
98077,1,1
112742,23,4
87577,23,4
92612,1,1
20262,5,4
31008,21,7
104557,25,3
70473,26,28
86525,1,10
84849,6,4
80347,19,3
11597,4,4
83825,10,10
71390,20,30
38475,1,1
101643,22,7
45130,8,8
14505,4,1
65404,4,4
66516,4,4
124711,4,1
101462,11,25
30577,18,3
52246,4,4
830,1,1
31165,1,1
70406,11,11
102529,1,1
100880,4,4
77628,4,4
82229,26,2
55260,3,12
23001,23,23
28467,8,1
35456,26,4
87133,25,25
53527,1,7
89153,20,7
11558,20,1
14777,14,11
102118,8,1
91989,4,4
29891,4,4
59972,1,1
79516,14,25
27093,4,4
59865,3,3
16638,1,1
113705,24,7
107233,27,25
5743,1,4
114549,0,0
4623,2,4
104652,11,25
78520,16,7
62756,4,4
109467,4,3
7363,11,13
107796,10,4
63584,11,11
19308,4,13
1405,1,1
80646,1,1
34086,12,12
64185,4,4
59579,25,25
84282,11,25
42474,4,4
72849,27,20
113239,11,11
47294,0,5
68989,4,4
44060,4,4
109361,9,30
75305,23,4
85037,0,0
21920,20,20
110850,4,4
22338,4,4
39506,21,1
45787,11,4
84549,4,4
2744,6,1
116609,1,1
1880,4,4
37250,1,9
5866,4,4
59861,4,15
9526,9,20
29803,9,9
88703,30,1
21564,2,26
46860,4,4
10180,13,4
99773,29,20
47970,21,5
5616,10,1
82041,0,6
98558,8,1
40919,15,15
42619,6,30
122950,4,1
77743,1,1
60929,4,4
46013,25,5
6559,8,8
92546,10,10
73122,10,9
21776,9,9
107698,4,4
119772,0,4
56075,25,25
12060,2,26
59644,9,9
54448,16,4
61673,27,27
43905,1,1
73850,11,8
117935,6,20
2047,4,4
21582,4,4
71481,20,1
111941,25,25
5980,4,13
77705,16,23
5448,10,10
7057,4,4
36666,4,4
2072,12,12
16512,1,1
92586,0,20
109639,7,7
81961,14,4
52345,15,4
32110,1,0
24037,2,4
76214,10,1
38401,19,6
51143,22,1
117962,10,26
73726,4,4
29596,20,20
62669,26,26
14806,25,25
95247,22,22
30195,4,4
61328,12,16
85378,13,3
94812,27,25
82017,11,11
46124,4,4
30211,20,1
22693,6,0
14685,4,4
93852,4,4
80078,10,10
17486,24,5
80297,1,1
108361,3,3
118346,1,1
9207,4,4
82622,1,1
78864,4,4
21862,4,4
12091,5,5
52564,0,0
58955,11,11
13108,6,7
12576,4,4
56647,5,24
27084,4,4
87270,11,11
70168,4,4
5374,2,5
104341,29,5
111684,12,23
66772,4,4
164,8,8
89255,30,30
83019,6,6
34304,4,4
78172,4,4
121751,15,7
29915,6,6
33790,8,25
104281,15,4
14329,12,9
55815,20,9
6209,10,0
113899,25,25
37494,4,4
82515,8,1
34878,4,4
107221,4,28
3117,4,4
28437,4,4
18241,8,1
80931,17,1
40651,7,20
17680,4,4
72020,1,1
122050,12,10
59744,4,4
82710,4,4
7884,4,4
48969,6,1
37943,4,4
54233,27,5
88008,6,0
68918,22,9
90225,1,1
90292,9,9
17119,4,4
91846,11,20
23663,13,4
42768,26,15
110132,6,4
10408,1,1
112975,16,7
105179,1,4
109592,15,4
59691,4,4
37718,1,1
112774,29,29
82378,3,4
19570,4,0
64246,4,4
114642,6,0
8363,4,15
49924,19,19
47399,24,24
40915,11,25
19815,2,28
42436,26,4
24075,9,4
55788,20,12
25730,4,4
54783,4,4
105302,29,7
56061,24,20
12494,10,4
37771,7,4
27646,4,4
96283,30,5
50631,10,10
46217,25,25
56283,9,9
83957,1,8
95164,23,4
83464,1,1
52507,11,11
70405,30,3
87560,11,3
58938,25,8
26632,26,4
10696,5,4
37245,1,1
122288,4,4
26792,22,4
86671,1,1
99510,4,3
90273,28,15
54409,25,4
2584,4,17
86790,1,1
14515,5,5
99815,25,25
59852,20,25
35173,1,1
83365,1,1
20209,9,9
50234,1,1
51120,1,1
30830,4,4
90906,1,6
11491,2,4
118156,18,4
47028,10,10
56158,9,9
20182,22,22
44751,4,4
109277,29,29
22367,8,1
94186,15,15
5352,1,1
9163,5,16
123299,4,4
106672,11,11
94836,23,4
101162,28,28
71505,10,9
21393,0,4
93927,1,1
80016,10,10
31317,26,4
106665,0,0
21379,5,10
89583,9,9
32436,4,4
8289,23,20
8468,9,1
8648,2,26
76443,1,7
58305,24,24
56634,4,4
32645,20,25
1765,1,1
70336,4,4
90948,24,24
37480,4,13
123915,12,12
76287,10,10
45029,4,4
112257,30,1
62254,16,16
23048,4,4
83887,14,25
32340,8,1
21757,2,26
66965,4,4
58174,4,5
18619,22,7
106042,16,7
8053,22,6
112098,28,28
44994,5,9
64755,4,4
61205,4,15
84318,4,11
96036,10,1
38066,26,4
52023,0,4
117911,17,9
698,1,1
34350,8,5
31916,9,9
111735,4,11
81773,14,14
112155,30,20
91692,12,12
664,1,1
19901,24,11
105070,4,4
53670,26,26
47909,8,4
120120,28,4
64126,4,4
124755,11,4
625,6,6
32909,26,28
31049,25,25
48694,4,4
2168,4,4
39527,25,25
50800,28,26
84332,13,3
75684,9,9
40041,26,26
105247,25,3
110851,23,23
45137,26,26
60456,4,4
64416,1,1
116647,7,1
105322,23,4
112324,11,25
86280,12,12
63775,27,5
76223,10,9
102129,11,9
101929,20,25
108988,9,9
81642,25,20
10484,8,8
43914,4,4
72185,29,23
8835,4,1
71604,1,1
30039,9,1
56796,4,4
107378,25,7
110205,1,1
84137,5,5
65933,4,15
40825,4,4
68969,4,4
44856,5,5
72993,13,11
109399,11,23
11129,4,4
26355,1,1
71704,20,25
108384,4,4
38964,1,1
71199,5,5
82497,1,13
41826,26,26
97024,3,11
38094,4,4
63201,22,22
19390,4,4
59545,3,1
94420,23,4
68114,4,3
111016,9,14
19030,4,15
118953,29,29
5222,4,4
86583,9,4
77931,10,5
6812,4,4
48152,4,4
38482,26,26
103343,0,4
13619,1,5
20713,4,4
68909,20,20
68044,4,4
113912,4,4
18527,1,1
79753,4,4
26486,6,6
113510,7,7
33476,1,1
123886,4,4
41626,8,8
88381,29,7
7828,4,4
52619,26,28
59293,3,3
13797,8,20
49248,4,4
68138,20,0
117390,12,11
105501,6,0
93147,4,4
79757,4,4
26791,6,4
47352,9,9
1384,4,4
115492,1,4
54134,4,4
62549,11,11
38277,1,7
23621,4,4
71929,1,1
4337,2,5
102755,23,11
99109,1,1
50981,4,4
107259,30,7
78419,4,4
48798,25,1
77880,27,5
116965,1,1
67910,29,28
105456,4,0
71917,4,4
42161,4,4
122952,20,20
106422,3,3
41488,19,26
16578,4,4
9573,24,1
102225,1,1
69417,6,1
43683,4,4
97634,7,25
43811,4,4
11250,2,26
108847,7,25
78341,14,11
111231,4,4
76594,4,4
50855,10,10
53573,3,15
61847,4,3
18420,9,9
7040,4,4
112479,4,4
97529,4,4
44212,4,4
116933,29,7
80834,15,15
91772,25,20
31754,5,10
113807,25,11
75557,14,12
76874,11,4
85085,5,0
55379,9,4
69170,4,26
78862,6,6
7823,8,4
69572,7,13
81089,4,4
101873,30,30
64518,4,4
104313,30,7
24455,2,2
109993,22,22
49951,4,4
21973,1,1
67997,1,1
50857,25,13
114296,4,4
114683,4,13
50372,13,13
48463,25,11
9150,4,9
101856,28,10
98554,4,4
94118,3,5
114378,9,9
55314,4,4
94777,4,4
112541,3,3
44701,15,7
109336,25,6
28418,5,5
28828,9,4
69340,9,9
23310,23,3
20173,25,25
83839,4,4
4519,4,4
82525,1,1
81688,23,4
61133,19,2
104776,4,4
47725,1,1
87552,4,4
81338,4,4
39944,20,20
52740,1,1
19221,1,9
97461,29,25
27893,4,26
15838,2,13
69209,25,25
46863,27,20
45401,6,10
96280,25,25
69895,0,0
60685,5,4
46426,4,4
25646,2,3
884,1,1
96463,29,1
11779,4,4
60476,1,1
103877,4,11
35072,4,4
9298,17,1
122682,3,7
55354,21,20
42867,15,7
67890,0,1
83922,16,25
11735,9,25
68058,23,25
53369,26,4
11098,1,7
21428,20,25
119761,20,20
21615,4,4
110921,9,9
58018,1,1
19356,8,4
45660,4,1
27886,26,25
76659,28,3
78523,9,4
8028,1,1
22096,23,4
105480,11,20
96427,10,10
61111,4,4
119712,25,24
88045,20,20
14408,1,1
83154,27,10
16579,4,4
12723,4,17
70985,1,5
72641,1,1
121735,16,16
107410,18,3
62698,13,13
73734,10,10
38372,14,3
106982,10,1
60143,4,4
66816,4,4
14830,4,4
103273,1,25
33752,26,7
28934,8,13
436,4,4
84494,1,8
63029,1,9
35406,4,4
62920,1,1
58089,23,7
25418,4,26
109016,28,4
76813,16,25
119962,30,15
63619,22,22
36250,9,4
36578,7,7
3946,2,4
119418,4,4
35798,8,1
84134,7,10
104431,11,11
546,4,4
65646,14,4
54347,30,4
116511,24,25
68072,7,7
79616,1,1
59118,1,1
20682,17,10
119738,25,7
120912,28,20
61530,20,1
100515,4,4
107241,4,4
44897,0,0
70909,1,1
752,4,4
77138,6,4
37181,23,4
68484,12,24
68194,4,6
117114,1,1
96196,7,4
110860,28,13
24963,1,1
100884,9,9
1478,1,1
14651,1,1
120156,4,4
37919,24,10
100674,24,11
39976,20,20
15194,1,1
112832,28,1
118385,6,6
95796,1,1
123860,20,7
108313,5,5
15841,2,26
37110,6,13
13957,7,20
6359,9,9
10092,1,1
11589,4,4
84547,0,7
74938,4,4
124409,7,25
111746,8,1
124483,10,10
9129,17,1
52387,4,4
76914,19,4
82146,26,26
32224,8,8
77204,25,25
88944,1,1
60368,25,25
42522,4,4
54658,1,1
27925,23,4
64663,4,4
94157,4,4
60953,1,1
24066,22,22
93044,0,10
91791,7,7
78091,17,1
79525,10,1
33723,20,20
103600,11,24
4080,5,5
92094,6,6
18106,4,4
97258,19,15
117956,15,4
74977,19,13
23030,4,4
55977,8,20
85044,9,30
84531,1,1
104317,24,24
54396,1,1
7770,4,4
118040,4,4
10123,20,20
84699,5,5
5792,4,4
105612,0,4
26667,26,4
19272,20,1
91705,15,3
114022,29,4
111515,27,20
50976,10,0
76314,15,1
56688,4,4
43581,23,4
6483,4,25
47288,1,1
44083,26,6
66079,4,4
14555,4,25
79097,28,28
74546,1,1
17068,17,4
3737,6,6
9454,4,4
105095,9,3
122160,4,4
50349,26,15
81491,1,6
93981,9,9
124696,4,4
84792,0,0
82972,14,25
83355,4,4
25119,20,7
31197,25,3
25050,1,1
10216,2,4
35796,4,4
74321,4,4
50988,10,10
74513,6,1
105733,22,7
94185,4,4
12481,22,7
43576,1,1
72492,15,4
82200,1,1
92347,6,25
91230,20,20
68366,6,1
35784,1,4
56348,19,15
53210,11,25
41358,5,5
20725,20,20
57931,25,25
10415,1,1
60104,4,4
95867,11,20
22753,4,11
116401,30,4
10399,9,9
77437,14,25
95550,20,25
31393,6,4
44570,1,4
72802,23,3
111021,28,4
68758,7,4
62131,20,27
55209,12,12
87023,25,25
51002,9,4
17978,4,13
16666,4,4
31743,4,1
91126,8,11
27707,4,4
83387,4,4
90395,4,4
104145,25,3
17359,1,1
36802,26,26
114192,13,10
3235,9,25
716,1,1
42110,9,9
124435,28,28
43411,1,4
62333,26,1
4451,4,4
121807,4,25
115226,30,1
13948,4,4
88187,13,4
90593,30,15
46953,4,4
16731,13,4
49550,15,9
65028,14,25
79902,9,9
103186,11,25
15571,20,20
96169,12,7
66429,1,1
120377,8,4
38969,4,3
67473,4,4
123391,23,3
75849,9,9
77062,25,25
42375,4,4
63302,23,23
53552,20,4
34784,4,4
42211,4,4
112379,30,15
76357,4,4
34552,4,28
100752,4,4
48089,5,4
93349,11,25
81898,11,5
63796,12,12
68661,11,23
69819,5,13
18571,15,15
11206,22,7
26759,11,25
31447,4,4
26356,4,4
31196,4,7
20920,26,26
56579,4,4
68584,5,8
28424,4,4
36650,26,4
78607,4,7
79254,17,9
101880,4,4
70582,14,4
119214,5,1
60358,23,4
49526,23,11
85462,16,16
54727,8,25
93315,4,4
107013,3,3
120208,22,1
15192,8,1
438,9,9
30738,4,4
23272,25,25
92575,4,4
88984,4,0
42091,1,1
102194,13,5
56554,25,25
87454,4,9
57463,4,4
83344,4,4
60350,4,4
87884,1,1
114229,4,4
28445,4,8
112967,20,3
9798,4,4
29630,4,4
63890,23,3
122983,9,20
89374,15,7
11241,2,26
29896,4,4
68941,4,3
27022,8,8
74758,29,13
61524,16,13
27878,4,4
73771,14,4
34292,26,20
123215,1,1
105161,25,25
35056,4,4
108907,3,6
118836,9,9
70479,25,25
51328,15,6
60990,4,26
59704,10,10
15780,4,4
81303,4,4
24534,3,4
71046,25,25
72611,20,25
82157,16,16
88740,9,9
59581,22,1
104597,6,6
28416,25,4
6417,4,4
59988,30,17
56996,29,25
93669,22,7
114767,3,3
85874,4,4
8810,4,25
56359,4,4
114152,9,9
110515,25,20
18563,6,6
116018,25,25
109661,15,28
77310,13,4
99965,28,28
45504,26,4
116709,7,8
14353,9,9
26338,6,6
19183,7,10
18786,4,4
44478,12,24
98845,0,0
69491,4,4
108588,13,8
73310,11,11
35533,20,20
61227,14,14
63970,4,4
72834,0,0
74336,20,1
8211,4,1
38952,4,4
71974,6,6
54394,0,0
122220,30,1
41407,4,4
92294,28,3
75011,22,24
104892,11,4
49779,1,1
53892,1,1
4259,4,4
31249,7,4
30784,4,4
53925,0,0
17975,4,4
71174,16,25
5393,4,4
88097,28,15
66578,9,1
60741,4,4
25637,4,1
81640,11,8
89158,12,12
54156,4,4
40410,4,4
66274,4,4
93888,1,1
112158,4,26
50923,1,1
100261,0,4
45735,26,26
12548,25,11
114860,13,4
2785,18,4
22771,4,4
20027,9,9
68406,6,1
70536,0,13
47863,8,1
6067,8,8
101963,13,4
71580,10,9
176,1,9
114208,30,9
35390,4,13
80087,4,25
80780,24,24
2189,4,4
48246,20,1
28473,25,25
59576,4,1
57041,25,25
4468,15,15
66161,16,16
121151,29,7
81545,26,26
28649,3,20
115253,6,30
34899,1,1
111790,28,4
13757,6,6
64479,4,4
120487,25,25
1761,6,7
91309,7,1
23414,4,4
13279,8,8
118809,25,3
53859,6,0
23779,20,5
120141,25,11
72917,19,3
56038,6,20
3789,4,4
63860,22,22
91154,12,24
1965,4,4
8968,1,1
79967,4,4
30079,4,4
43605,9,9
4272,1,1
30597,14,7
69294,7,1
45189,8,7
26380,9,9
9562,4,4
54495,11,25
2861,4,4
38758,22,22
27234,4,4
93182,4,4
97397,24,24
24983,4,4
97446,4,4
24986,4,4
89146,11,11
112028,11,23
99195,22,1
10898,6,4
34662,9,9
1061,4,4
460,1,1
36675,4,4
115851,15,4
108408,0,0
108377,8,5
26936,9,9
82326,4,4
41761,4,4
49965,22,25
105114,9,6
64915,11,11
60790,8,4
17339,2,7
87756,29,24
45103,9,9
98096,28,3
67455,11,4
106237,4,7
73520,10,10
124405,13,13
68266,13,4
182,1,4
18270,2,4
123305,23,11
40681,23,7
72773,16,7
46449,12,11
36665,4,4
6519,4,8
103824,1,25
95363,13,15
297,1,1
87529,1,1
12024,13,1
9485,13,4
14165,6,6
49042,3,9
8216,4,4
28551,26,4
54296,4,4
108908,25,25
102010,25,25
82266,15,9
28159,4,4
7067,8,8
75178,3,11
12794,12,12
75644,5,25
80029,6,3
105313,0,3
7329,4,4
68496,4,4
118941,4,4
3725,1,1
14785,4,4
87291,18,9
81432,10,10
95125,4,4
48044,4,4
45827,4,4
62964,9,9
44971,8,1
437,4,4
101962,25,3
44962,10,10
74368,4,6
86013,20,20
28921,7,25
79479,1,6
62315,14,25
54915,6,1
31940,25,25
69699,20,20
92569,4,4
59490,14,25
52321,10,1
90732,25,25
89701,9,9
30959,1,1
21731,2,10
25462,11,11
27903,1,4
63408,1,1
18820,4,1
21917,4,6
77053,17,4
9140,13,8
91653,28,11
102615,4,4
43174,4,13
8777,4,4
93080,13,13
95118,17,4
6792,4,4
32536,4,4
34131,4,4
17571,4,4
44616,24,24
73518,9,9
47552,22,24
63653,26,4
2875,4,4
15617,6,6
103672,15,9
