,true_category,predicted_category
78638,13,4
119414,6,6
113297,28,28
22326,2,2
72318,1,1
63570,4,4
7494,7,7
90677,22,22
74487,4,4
43932,7,25
92592,4,4
75014,4,4
37793,0,0
77137,10,10
10512,4,4
100207,1,1
41200,19,19
20747,1,1
28311,4,4
98533,28,28
35722,4,4
103957,1,1
22929,25,25
1413,4,4
28126,24,24
117277,3,3
23193,2,2
118606,9,9
79366,1,1
32706,4,4
6426,2,2
111795,4,4
93117,3,3
22661,4,4
1862,4,4
111717,25,1
112397,4,4
52432,14,14
124510,10,10
93270,25,25
52588,4,11
47461,9,9
19655,4,4
16622,8,8
63709,13,13
64924,4,4
9904,1,1
62991,5,5
24609,9,9
120168,4,4
79255,4,4
123776,20,20
49886,1,1
105818,13,4
10157,7,7
23686,5,5
3556,8,8
23077,0,0
6700,1,22
24710,8,1
18791,4,4
69984,27,27
4113,15,15
86846,30,30
13867,2,2
116628,11,11
46960,6,6
50024,9,9
63502,25,25
96518,4,4
81068,13,4
8978,9,4
32730,1,4
53587,4,4
9830,17,17
79175,4,4
72058,1,1
5823,1,1
71651,1,1
73281,19,19
89803,0,20
73665,10,10
120864,15,15
79897,17,17
2111,4,4
107781,1,1
96147,9,9
60199,4,4
47823,25,25
61359,6,6
64508,4,4
71440,4,4
33675,6,6
17930,23,23
52358,8,8
22997,4,4
69369,25,1
3128,8,8
7751,6,6
68710,10,10
77420,13,13
110249,8,8
106466,4,4
68263,4,4
52106,26,3
66649,4,4
20397,9,9
92960,4,4
79154,9,9
93620,13,13
29169,4,4
33925,26,26
31120,26,4
86618,0,10
92163,20,20
27604,4,4
113246,1,1
64007,4,4
73073,1,1
58607,4,4
49734,25,4
29609,11,11
69985,1,1
114069,27,27
115055,29,29
75228,25,25
31617,4,4
95400,28,28
103649,15,15
49528,20,20
65151,27,27
39839,26,26
107381,7,7
23274,9,9
28963,1,1
58533,4,4
108550,11,4
124669,7,7
32429,4,4
9420,4,4
46749,8,8
86632,4,4
27545,4,4
18821,1,1
41781,1,1
85858,1,1
45713,4,4
37107,24,24
2815,4,4
63510,4,4
70742,15,15
23785,25,25
18960,4,4
104594,16,16
111616,22,22
92962,1,1
81922,4,4
91046,12,12
25719,2,2
7033,4,4
50031,4,4
115384,12,12
90634,1,1
23724,4,4
10299,23,23
110996,4,4
60947,26,26
67773,4,4
105812,4,4
117203,1,1
73452,5,5
79862,3,4
68246,4,4
118860,4,4
63583,5,5
67311,10,10
80009,4,4
92696,4,4
123402,4,4
77406,27,10
105553,11,11
72581,10,10
655,4,4
21286,2,2
68353,6,6
19518,2,2
63632,4,4
24431,4,4
102846,25,25
118786,28,28
120153,4,4
42277,9,9
89584,9,20
68615,1,1
113721,1,1
62691,27,27
71771,4,4
95271,25,25
29944,4,4
51535,1,1
107147,28,28
95621,10,10
82889,7,7
72191,28,23
98896,8,8
59480,4,4
109586,3,3
59925,1,1
45644,4,4
34406,10,10
52801,4,4
85648,26,26
79556,1,1
102095,30,30
92936,16,16
96241,11,11
64111,21,21
33968,18,18
102880,16,16
82167,4,4
6143,4,4
108713,1,1
71620,27,27
80935,25,25
100906,30,30
121786,22,22
46463,4,4
70008,4,4
121812,28,5
16405,23,23
3221,2,2
1171,7,7
22494,25,25
116475,4,4
2392,2,2
2495,4,4
58254,4,4
13198,2,2
25873,26,26
11737,18,18
76263,4,10
98044,4,4
17819,25,25
37399,4,4
3627,4,4
24468,4,4
72616,5,1
114026,11,11
89161,25,25
24800,20,20
51577,4,4
101686,15,15
120968,3,3
98564,1,1
120924,20,20
68589,27,27
77320,4,4
21790,20,20
2348,4,4
37847,15,15
74786,8,1
91617,18,18
31511,4,4
82145,26,26
31284,5,5
101695,22,22
40892,17,17
72637,1,1
44768,4,4
94256,23,23
52276,4,4
89429,4,4
93169,23,23
86313,12,12
11968,4,4
3054,1,1
37144,26,26
73043,4,4
122084,6,6
86797,1,1
8926,4,4
27065,9,9
123980,23,23
86075,1,1
31154,8,8
56456,12,12
25138,19,19
103745,30,30
123917,10,10
49524,14,14
2818,1,1
85002,9,9
30004,8,1
54650,4,4
29809,4,4
39888,4,4
122373,4,4
110327,8,8
79320,1,1
64031,25,25
9925,4,4
98423,4,4
64000,4,4
90522,3,3
53523,1,1
9202,17,1
102259,23,23
10141,1,1
62765,26,26
72117,25,25
14447,4,4
114221,28,28
54335,1,1
44190,8,8
104374,5,5
77254,1,1
63597,1,1
82301,4,4
83834,10,10
119032,4,4
35275,1,6
55992,4,4
33122,0,0
2143,13,13
114158,4,4
43958,26,26
34140,1,11
20433,4,4
104889,28,28
113999,8,8
31801,9,9
38249,23,23
86533,1,22
103830,9,9
55854,1,1
75162,1,1
28945,4,4
7924,9,9
90958,3,3
57088,10,10
12681,8,8
82136,1,1
82329,9,9
71248,25,25
36031,25,25
34834,9,9
44697,26,26
24944,4,4
23537,4,4
80793,11,11
97078,28,28
10835,13,13
121533,28,1
70688,14,14
31149,1,8
71159,25,25
51917,4,4
18398,4,4
101122,4,22
23314,7,7
11903,2,2
2782,5,5
16525,1,1
88382,1,1
56517,19,19
119207,23,23
109651,9,9
94446,1,1
18818,1,1
32133,0,0
103578,10,10
19559,25,7
31537,4,4
97171,11,11
43470,1,1
52589,4,4
75810,4,4
111741,0,0
68900,11,11
34444,4,4
73092,4,4
79323,4,4
106617,25,25
111055,11,11
11203,4,4
41879,4,4
86564,28,28
36633,20,20
65208,23,23
106768,6,4
101348,12,12
82930,4,4
115707,28,28
31,6,6
17860,20,20
114566,28,4
111297,3,3
10999,2,2
62026,1,1
51778,4,4
46992,1,1
110773,23,23
64653,9,9
44017,11,11
82004,4,4
118328,23,23
6418,10,10
89459,8,8
111347,8,1
20976,4,4
59712,4,4
14029,10,10
8517,1,1
47317,26,26
108207,4,4
1846,2,2
57093,10,10
61056,4,4
51525,6,6
117632,7,7
107419,11,11
36874,4,4
33150,4,4
56811,4,4
111112,19,19
93388,11,11
51858,1,1
96586,8,8
56331,29,25
70318,6,6
57652,7,7
109450,24,24
79499,13,13
36127,26,4
113546,3,25
108743,4,4
19181,4,4
89355,7,7
100630,4,26
37217,25,25
13547,1,1
55762,25,25
111136,4,4
120476,7,7
27486,6,4
64861,26,26
65760,21,21
59493,9,9
91161,20,20
107935,25,25
109061,1,5
123233,20,20
107242,10,10
109002,28,28
8242,2,2
27958,4,4
73423,9,9
47546,4,4
88516,7,7
68489,0,0
51589,15,4
26526,6,6
23910,4,4
56337,4,4
43994,21,21
33185,26,26
44855,1,1
85093,1,1
31814,4,4
92991,24,24
34877,23,23
15702,4,4
80326,4,4
333,4,4
84959,7,7
89225,1,1
18086,6,6
26429,1,1
18775,4,4
92507,28,28
38295,4,4
111213,23,23
83528,4,4
9481,24,8
70526,10,10
110796,8,10
112124,10,4
119634,7,7
43688,1,1
32982,4,4
54062,20,16
56551,22,22
115729,4,4
26266,22,22
7492,1,1
116386,6,4
105862,24,24
50130,4,4
97401,23,23
86367,9,9
23598,4,4
80054,4,4
112563,28,28
31061,4,4
83020,4,4
66122,25,25
108655,20,20
116703,1,1
68365,1,1
109255,27,27
69204,1,1
2184,4,1
11500,1,1
57997,11,11
117425,16,16
110771,28,28
119565,5,5
90531,9,9
43703,4,4
30947,4,4
27317,8,4
124154,30,30
49820,13,13
80533,4,4
40189,4,4
104931,20,20
119054,3,3
11892,4,4
39897,9,9
109447,7,7
45126,9,9
47516,26,26
69361,1,1
28186,4,4
3660,4,4
15311,3,3
57571,1,1
48596,17,17
88845,25,25
1618,8,8
84903,4,4
31344,11,11
59869,4,4
52773,14,14
62414,9,9
25535,1,1
82863,26,26
15527,1,1
120391,9,9
3377,4,7
117562,4,4
22162,4,4
94178,0,0
98952,6,6
83640,4,4
98650,13,13
109491,11,11
12475,25,25
12717,4,4
71090,4,4
62596,8,19
47520,1,1
17749,11,11
99335,6,6
22387,1,1
25371,4,4
25093,4,4
21995,6,6
79644,4,4
6235,1,1
121309,20,20
64879,1,1
13614,1,1
47420,24,24
107303,25,8
104881,11,11
41634,4,4
27031,1,1
97943,25,25
39571,25,25
69330,4,4
92727,4,4
117787,20,20
101232,8,8
42909,16,16
36364,5,4
57982,4,4
88277,4,4
70094,0,0
33030,20,20
101086,28,28
80582,19,23
82031,11,11
59573,6,6
42952,4,4
103923,27,25
100828,11,11
6108,4,4
95841,1,1
65694,23,23
46709,4,4
16601,17,17
65354,1,1
35835,4,4
76793,5,5
75757,1,1
70741,20,20
108693,30,30
76307,25,25
76658,22,22
82349,19,24
60807,4,4
87899,4,4
9138,7,7
87772,0,0
1452,7,7
120000,13,13
41799,5,5
56113,4,4
1864,2,2
22613,7,7
122723,16,16
67973,6,6
65866,4,4
48595,8,8
101924,1,1
53745,13,13
79758,1,1
93636,1,1
17109,7,7
124107,30,25
119933,9,9
86656,13,13
115371,28,28
41880,4,4
52869,25,25
107224,27,27
25781,17,17
27449,7,7
35602,8,1
104814,10,10
100951,1,1
65341,4,4
67405,4,4
84485,4,4
87627,15,20
41369,4,4
94883,25,25
118297,10,10
77134,1,1
3767,2,2
91602,4,4
100610,25,25
81094,22,22
74265,25,25
47314,3,3
39890,9,9
124717,28,28
37612,4,4
4444,4,4
58811,4,4
58199,0,4
13631,25,25
70865,4,4
37975,4,4
112642,8,8
111479,23,23
105162,20,20
19271,24,24
122424,23,23
86374,1,1
116605,16,16
102359,11,11
60720,4,4
11572,4,4
23541,2,2
36556,8,4
97521,4,4
36823,22,22
101360,25,25
42196,9,9
14998,4,4
47804,4,4
76900,4,4
117571,1,1
12351,1,1
47382,27,27
75241,4,4
109343,16,16
16536,22,22
71151,28,28
39849,24,24
70330,4,4
43236,1,8
67610,6,6
71205,16,25
113618,20,20
7696,1,1
28204,25,25
31278,8,8
103921,8,8
74912,6,6
57726,13,13
52072,21,21
66648,26,26
120614,25,25
93354,29,29
69884,23,13
33010,26,26
83743,13,13
110374,1,1
27218,25,25
39196,26,26
1543,4,4
48117,26,26
103987,25,25
92959,7,24
59018,21,21
1824,1,1
74721,26,26
60844,7,7
58476,14,14
65722,8,8
110461,18,7
115787,25,25
115831,28,28
109132,25,25
96127,9,9
100651,4,4
41161,4,4
27422,1,1
17406,4,4
98858,8,8
36718,23,23
30662,26,26
1945,2,2
63787,4,4
18739,4,4
6528,4,4
104289,4,4
25217,4,4
109459,18,18
58693,26,26
60944,1,1
23987,6,6
117874,0,0
7156,1,1
2724,6,6
91234,9,9
72360,4,4
87188,1,1
88117,15,15
55050,3,25
111443,5,5
56774,4,4
40258,4,4
122239,13,13
19974,1,1
81066,5,5
94667,6,6
107448,4,4
118289,15,15
84543,1,1
72720,25,25
23706,4,4
95651,30,30
105918,9,9
24128,4,4
29752,26,26
106005,5,5
115183,1,1
102130,9,9
110772,15,15
32874,25,25
65559,19,19
17805,1,8
99342,4,4
105701,28,28
65240,4,4
26504,13,4
17284,2,2
74845,11,11
33877,7,7
50874,11,4
104714,6,6
17091,7,7
99124,12,12
124206,28,6
44937,4,4
1540,1,1
104588,25,25
41985,4,4
88318,24,24
23967,4,4
121021,12,12
124739,4,4
14461,1,1
7090,4,4
64502,6,6
28567,13,13
119959,7,7
26174,8,8
52835,4,4
80864,25,25
30919,7,7
58917,1,1
48158,0,0
98518,23,23
8341,4,4
35004,24,24
38979,1,1
49585,10,10
102607,9,9
101787,15,15
46382,7,7
91405,15,15
44640,4,4
15466,20,20
40518,8,6
43623,1,1
110157,12,12
53996,20,20
115870,4,4
86266,21,21
33657,26,4
86420,22,22
21069,2,2
106025,1,1
9203,4,4
60129,4,4
70590,4,4
16723,4,4
74689,6,6
68974,1,1
8089,1,1
16412,9,1
30300,1,20
66136,12,12
24651,18,18
119312,1,1
115158,3,3
96772,30,30
56685,13,4
74542,1,1
115182,28,28
25352,4,4
7423,4,4
44652,1,1
113683,12,12
78106,11,11
90564,12,12
67286,4,1
76774,5,5
98219,11,11
52983,14,14
94454,9,9
10140,4,4
83701,17,17
10641,5,5
93299,11,11
73045,4,4
87853,12,12
63403,4,4
67068,4,4
47194,21,21
74010,5,5
91315,10,10
2636,1,1
62839,26,26
68959,4,4
88255,30,21
94085,15,15
82919,4,4
25718,4,4
84953,4,4
35901,4,4
86750,24,24
96148,7,7
114765,7,7
38511,9,9
40947,8,8
15914,24,24
101575,22,22
60234,4,4
105342,10,10
27017,1,1
26890,4,4
44276,26,15
12000,1,1
50276,1,1
1900,4,4
55411,1,1
30708,4,4
2968,13,13
101445,25,20
81130,11,11
110623,12,12
18183,4,4
40347,8,4
6006,1,1
8775,20,20
59709,5,5
109081,28,28
86701,1,1
55068,8,8
9043,9,9
10963,18,18
4143,12,12
106528,4,4
118206,28,28
109070,30,30
108521,24,24
109689,19,19
121100,25,25
18751,4,4
105204,25,25
76282,6,6
101977,0,8
51681,4,4
15969,25,4
7524,4,4
70852,14,14
61769,26,26
30334,15,15
6110,17,17
36503,4,4
53840,4,4
76984,1,1
47123,22,22
32446,9,9
89950,7,25
120225,8,1
82843,1,1
28422,1,1
77885,9,9
43943,4,4
80749,1,1
3099,6,6
85846,15,15
5561,10,10
11626,23,4
83979,4,4
115775,29,29
106195,3,3
9760,22,22
19818,24,24
81511,22,22
73050,4,4
42063,23,4
91206,18,18
23515,9,9
115943,3,3
54264,26,26
115119,1,1
118873,1,9
44947,1,1
57445,28,4
87522,5,5
111060,6,6
68290,10,10
8218,21,21
38944,8,8
96412,6,6
114184,23,23
122421,28,28
109653,9,9
33261,1,1
101082,1,1
71617,22,22
20138,4,4
52295,24,24
18702,4,4
113503,25,25
61237,4,4
42501,4,4
14341,1,1
99281,4,4
66902,14,14
20081,4,4
29231,4,10
120053,27,27
99177,22,22
122173,4,4
99092,19,19
87382,0,0
117919,25,25
74471,1,1
86137,26,26
103744,4,4
24210,21,21
70989,11,4
54803,9,9
28576,4,4
53643,13,13
106686,8,8
124100,28,28
96012,7,7
111537,4,4
123202,4,4
91686,1,1
99381,4,4
71909,4,4
84446,1,1
51602,1,1
114413,0,0
83331,7,4
64444,4,4
70236,3,3
111545,0,0
67746,4,4
23861,1,1
110679,25,25
21822,2,4
103115,0,6
109771,28,28
123990,12,12
50264,10,10
74911,8,8
71575,19,19
38248,7,7
68051,27,27
123575,20,20
2542,4,4
70669,25,25
84843,4,0
108194,22,22
4679,5,5
67823,6,6
80472,4,4
41698,7,4
19648,1,1
124930,1,1
39402,4,4
101073,28,28
102919,11,11
25360,25,25
6766,7,7
41714,22,22
50188,28,28
33805,1,1
119220,25,25
25069,3,3
30896,1,1
105131,20,20
46909,4,4
93028,7,7
88040,29,29
69031,4,4
63418,12,12
96690,29,25
58354,4,4
104049,1,1
15753,4,10
45912,6,6
49384,1,1
20136,4,4
94109,4,9
116633,15,28
57015,1,1
10757,4,4
61091,22,22
100091,25,25
30418,4,4
85422,4,4
29321,4,4
10393,1,1
85087,21,21
2726,10,10
59442,27,27
97586,4,4
73081,4,4
7031,1,1
91222,20,20
69406,17,1
110611,27,27
43603,14,14
91268,28,28
61062,6,6
34502,4,4
114625,24,24
18337,4,4
30313,1,1
57700,26,26
27585,6,6
41536,28,28
121775,12,12
76005,25,25
43456,4,4
98780,1,1
120732,9,9
67422,10,10
116435,28,28
60078,4,4
98254,1,1
62817,4,4
95280,8,8
65132,1,1
111519,30,30
52441,9,9
10407,10,10
19273,4,4
26867,20,20
39881,4,4
107934,16,16
110747,25,25
81598,1,1
74360,19,19
43656,6,6
26704,4,4
47996,3,3
106393,11,11
84228,3,25
119227,6,6
99148,8,8
87766,20,15
124934,23,23
2997,15,15
56279,4,4
47138,23,4
124530,25,25
62172,4,4
79388,25,25
40357,4,4
109272,20,20
121018,25,25
111252,11,4
8764,4,4
119515,10,10
61468,3,3
121683,25,25
69151,5,5
13711,25,10
42939,4,4
42047,15,15
100187,20,20
9902,4,4
88360,28,28
107043,20,20
78076,4,4
38956,26,26
85519,9,9
74672,0,6
54529,4,4
115135,11,11
20803,20,20
91102,25,25
91431,4,4
118380,16,16
45718,22,22
117438,4,4
26857,10,10
103023,1,1
78300,4,4
23240,4,4
50409,25,25
84072,23,23
25097,2,4
84249,4,4
117819,7,7
120744,9,9
26788,4,4
14346,6,6
49187,8,8
123948,20,20
20959,4,4
30712,9,9
81644,9,9
29727,11,11
56855,15,15
88594,28,28
43957,26,26
43378,4,4
20992,4,4
96564,11,11
114105,12,12
70556,11,11
22893,9,9
20284,20,20
12751,9,9
24025,25,15
92125,18,4
42777,20,20
50704,1,1
64118,0,0
114163,30,30
52737,4,4
37983,1,1
37218,8,8
8932,23,4
114202,30,30
109644,28,28
8075,4,4
91883,25,25
124093,11,11
86663,4,4
79330,13,13
124741,30,30
29389,20,20
106936,6,29
7230,1,1
45879,19,19
103557,30,30
101396,1,1
23136,4,4
87631,7,7
98882,1,1
2259,4,4
58538,23,23
77999,11,23
12846,2,2
93662,28,28
362,4,4
94888,20,20
14324,20,20
58287,4,13
32523,4,4
25913,12,12
62983,8,8
77547,4,4
77871,15,15
47332,1,1
92466,20,20
15186,4,4
120742,12,12
80144,1,1
46942,4,4
12186,8,8
122001,1,1
51766,13,13
86061,1,1
107183,1,1
29478,8,21
27090,4,4
40932,5,5
86263,10,10
50244,27,27
68463,23,23
91877,4,23
2323,4,4
65745,4,4
3995,0,0
15627,12,12
100558,23,23
16441,8,1
59708,21,21
32807,4,4
23812,1,1
38423,0,0
122588,4,25
39584,4,4
19428,24,24
88788,25,25
74771,10,10
7162,1,1
36560,4,4
58341,4,4
2831,4,4
80113,1,1
19331,4,4
63512,9,9
6832,1,1
93214,1,1
36461,9,9
95917,0,20
77677,4,4
43600,4,4
105013,1,1
4051,4,4
55923,21,21
105667,23,4
89457,11,11
116643,28,26
18926,2,2
114643,6,6
67269,10,10
122672,25,25
20088,4,4
10762,2,9
44779,13,4
78724,8,8
52258,4,4
98022,16,16
8682,1,1
110336,4,4
23174,4,4
46726,4,4
51160,26,26
91209,7,10
94232,7,7
53248,9,10
53627,5,5
11295,1,1
110386,12,12
110678,9,9
93780,0,0
82853,1,1
57071,6,1
18684,4,4
124614,1,1
37059,4,4
73986,10,10
66343,4,4
115153,22,22
47066,1,1
8655,7,7
45172,13,13
71281,11,11
65621,27,27
77778,16,16
112800,10,10
115603,4,4
11074,2,2
110756,4,4
32757,4,4
42901,15,15
9314,4,4
44880,4,4
108489,11,11
5541,1,1
43057,1,1
104804,23,23
69478,20,20
110,1,1
2372,7,7
80816,4,4
87790,15,15
51740,1,1
65325,24,24
70424,28,28
105695,3,3
93696,29,29
36005,4,4
83843,22,22
19444,25,25
56266,26,26
55978,11,11
5154,9,9
16042,4,4
70894,21,21
31504,4,4
80601,4,4
70365,4,4
90233,28,28
36729,7,7
76673,4,4
23090,22,22
34391,4,4
75944,10,10
109006,10,10
91695,15,15
101627,11,4
9980,2,2
73988,4,4
76734,19,19
59788,11,11
65418,9,9
101970,25,25
39604,20,20
25265,4,4
123508,22,1
74776,4,4
43886,26,26
37634,4,4
59060,4,4
98786,28,4
39254,25,25
53683,5,5
85041,23,23
73176,24,24
51834,4,4
4911,4,4
56736,19,19
6872,4,4
121545,25,25
118944,23,23
36750,15,15
49466,20,20
68035,1,1
76487,7,7
54392,0,0
34628,24,24
28278,4,4
67331,1,1
33364,1,1
25690,4,4
53385,3,26
72947,1,1
42210,1,1
71669,4,4
95203,5,5
57680,26,26
107162,30,30
31641,1,1
5779,1,1
7225,7,7
75990,26,26
20475,4,4
100663,25,10
102417,28,28
102335,8,8
15530,0,0
80651,4,4
13732,19,19
50879,4,4
64750,10,10
64319,25,25
105202,28,28
66717,26,26
45410,1,1
61933,11,11
10501,13,13
97056,29,25
34827,17,17
89277,11,11
116028,27,27
71275,7,7
31235,4,4
88841,1,1
39929,1,1
19934,6,6
30464,26,4
114875,18,18
32549,9,9
32435,6,6
75473,23,23
112349,25,25
23445,4,4
79546,5,5
80511,1,1
33219,13,13
116697,4,4
18621,13,13
60386,1,1
9158,20,20
95382,3,3
122823,6,6
54067,10,10
80568,4,4
92017,1,1
61989,25,25
122740,1,1
27853,4,4
90285,4,4
32760,8,8
100577,4,4
119849,28,4
62016,14,14
94407,5,5
28101,4,4
24683,4,4
110430,27,27
24393,4,4
108523,28,28
1815,1,1
101205,20,20
15370,24,24
107213,19,19
10776,1,1
34752,1,4
79815,11,11
70566,16,16
67491,6,6
122877,9,9
26922,13,13
119026,1,1
53837,4,4
18742,4,4
8745,1,1
51491,4,4
98915,8,1
62079,27,27
76801,5,5
32590,23,23
90890,4,4
14792,24,24
111978,15,15
4218,4,4
39317,7,7
80251,16,16
28362,4,4
104363,1,1
50662,10,10
48662,4,4
9804,4,4
117703,30,30
94529,1,1
20399,4,4
97706,13,13
39845,1,1
94037,1,1
38061,4,4
20870,9,9
50925,1,1
101997,25,25
92016,29,29
50273,10,10
66705,23,23
59594,4,4
84848,0,0
23444,2,2
64534,16,16
68279,25,25
16249,8,8
25066,4,4
41652,12,12
4253,12,12
104649,4,4
56817,25,25
23604,13,13
124617,4,4
25818,11,11
78594,4,4
31974,20,20
39473,21,21
19461,9,9
47579,6,6
81246,25,25
31570,4,4
1349,1,1
87120,9,9
22711,2,2
18924,3,3
8535,1,1
22237,2,2
72639,13,13
86384,25,3
61164,12,12
63422,10,10
33116,23,23
67846,24,24
38183,7,7
87641,15,15
38592,25,25
26135,9,9
86802,30,30
1332,1,1
80057,14,14
118507,7,7
83587,27,27
23389,20,20
2854,10,10
90229,16,5
97744,25,25
84069,25,25
14377,23,23
27726,25,25
22691,3,3
18198,2,2
29161,4,4
54981,26,26
24777,9,9
94300,1,4
108346,15,15
104506,11,11
85611,7,7
75272,26,26
50839,21,21
24342,5,5
66792,10,10
9810,2,2
24655,4,25
53152,9,9
115714,4,4
3118,4,4
81834,21,21
84447,25,25
14203,20,20
44323,4,4
104160,24,24
105140,28,7
52211,3,3
45119,4,4
119200,0,0
57721,4,4
34410,7,7
29642,8,8
25844,26,26
68317,4,4
10154,22,22
61534,4,4
46780,16,16
65967,22,22
15177,2,2
8277,1,1
99091,10,10
99482,7,7
93364,30,30
75942,5,5
113699,4,4
50170,16,16
105394,19,19
69623,0,0
31271,4,4
81275,1,1
63354,4,4
51371,1,1
103956,20,11
102538,1,1
58291,1,1
42363,1,1
10056,10,10
43501,4,4
117659,1,1
98769,19,19
93434,12,12
65174,19,19
58814,1,1
10330,4,4
5381,1,1
100344,4,4
37278,4,4
77031,14,14
89538,4,4
83377,10,10
95587,9,9
25802,4,4
85446,1,1
112751,28,28
73966,10,10
65831,4,4
124218,11,11
14238,8,8
65194,14,4
66507,4,4
32528,1,1
83681,1,1
24840,9,9
116876,11,11
107046,25,25
47336,1,1
71937,13,13
10118,4,4
20014,4,4
28655,4,4
93082,18,18
102045,4,4
111643,25,25
33903,18,18
78530,5,5
81680,5,5
60932,1,1
27825,8,8
40233,17,17
79150,10,10
25686,20,20
40221,8,8
38246,1,1
53127,1,1
32082,15,15
37464,24,24
101573,1,1
60867,4,4
53710,6,6
123927,7,7
36768,1,4
46591,21,21
82272,13,13
77581,1,1
102695,11,11
102532,25,25
36883,4,4
41960,4,4
74412,9,9
95518,20,20
100193,4,4
18275,18,18
103279,1,1
53777,4,4
89549,4,4
109943,15,15
93403,20,20
99115,25,25
549,8,8
108718,10,10
32204,7,7
10425,1,1
75349,26,26
70625,23,23
28121,9,9
59983,3,3
44670,4,20
572,4,4
97940,19,19
33765,4,4
48546,4,4
89436,15,15
106012,6,4
120194,10,10
88038,25,25
61979,17,1
4896,4,4
81309,1,20
120298,7,7
47209,4,4
108236,25,25
8158,1,1
34498,23,23
102297,29,29
12116,8,8
85700,14,14
47615,20,20
34382,1,1
70058,1,1
45637,8,8
27418,4,4
2660,2,2
77488,1,1
12951,4,4
13479,22,22
20258,4,4
60421,22,22
73024,4,4
44848,20,20
47069,12,12
87045,4,4
56610,4,4
64395,10,10
26259,4,4
37680,8,8
100852,4,4
72579,4,6
67378,28,28
69244,6,6
46742,4,4
83515,1,1
5098,4,4
76654,1,1
102764,20,20
15911,17,17
98543,11,11
73341,14,7
85390,0,0
122715,3,3
90820,13,4
50146,25,25
68023,4,4
83631,6,6
91486,11,11
78415,4,4
98407,6,6
109270,1,1
123010,6,6
24038,2,26
115802,1,1
78184,11,11
116406,25,25
45956,4,4
96467,7,7
117601,23,23
73213,4,4
15031,2,2
68387,20,20
87639,24,24
28066,4,4
77791,1,1
114465,4,4
19686,0,0
30918,24,24
80708,8,8
35058,22,22
94744,0,0
31956,1,1
75612,10,10
6561,10,10
21664,25,25
43490,17,17
65758,27,27
65889,11,20
77553,1,1
65986,21,21
74125,22,22
100330,29,29
120003,12,12
68188,8,4
6650,4,4
98135,4,4
41863,4,4
69147,4,4
111295,11,11
122678,24,24
46254,23,23
